slug,title,first_line,book_slug,book_title,text,html_url,json_url,txt_url
sonnets-realities-ii,Sonnets—Realities II,"goodby Betty,don’t remember me",tulips-and-chimneys,Tulips and Chimneys,"goodby Betty,don’t remember me
pencil your eyes dear and have a good time
with the tall tight boys at Tabari’
s,keep your teeth snowy,stick to beer and lime,
wear dark,and where your meeting breasts are round
have roses darling,it’s all i ask of you—
but that when light fails and this sweet profound
Paris moves with lovers,two and two
bound for themselves,when passionate dusk
brings softly down the perfume of the world
(and just as smaller stars begin to husk
heaven)you, you exactly paled and curled

with mystic lips take twilight where i know:
proving to Death that Love is so and so.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-ii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-ii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-ii.txt
sonnets-realities-iii,Sonnets—Realities III,ladies and gentlemen this little girl,tulips-and-chimneys,Tulips and Chimneys,"ladies and gentlemen this little girl
with the good teeth and small important breasts
(is it the Frolic or the Century whirl?
one’s memory indignantly protests)
this little dancer with the tightened eyes
crisp ogling shoulders and the ripe quite too
large lips always clenched faintly,wishes you
with all her fragile might to not surmise
she dreamed on afternoon
                         ....or maybe read?

of a time when the beautiful most of her
(this here and This,do you get me?)
will maybe dance and maybe sing and be
absitively posolutely dead,
like Coney Island in winter",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iii.txt
sonnets-realities-iv,Sonnets—Realities IV,when you rang at Dick Mid’s Place,tulips-and-chimneys,Tulips and Chimneys,"when you rang at Dick Mid’s Place
the madam was a bulb stuck in the door.
a fang of wincing gas showed how
hair,in two fists of shrill colour,
clutched the dull volume of her tumbling face
scribbled with a big grin.   her sow-
eyes clicking mischief from thick lids.
the chunklike nose on which always the four
tablets of perspiration erectly sitting.
—If they knew you at Dick Mid’s
the three trickling chins began to traipse
into the cheeks “eet smeestaire steevensun
kum een, dare ease Bet,an Leelee,an dee beeg wun”
her handless wrists did gooey severe shapes.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iv/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iv.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-iv.txt
sonnets-realities-v,Sonnets—Realities V,"“kitty”. sixteen,5’ 1”,white,prostitute.",tulips-and-chimneys,Tulips and Chimneys,"“kitty”. sixteen,5’ 1”,white,prostitute.

ducking always the touch of must and shall,
whose slippery body is Death’s littlest pal,

skilled in quick softness.   Unspontaneous.   cute.

the signal perfume of whose unrepute
focusses in the sweet slow animal
bottomless eyes importantly banal,

Kitty.  a whore.  Sixteen
                         you corking brute
amused from time to time by clever drolls
fearsomely who do keep their sunday flower.
The babybreasted broad “kitty” twice eight

—beer nothing,the lady’ll have a whiskey-sour—

whose least amazing smile is the most great
common divisor of unequal souls.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-v/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-v.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-v.txt
sonnets-realities-vi,Sonnets—Realities VI,"when thou hast taken thy last applause,and when",tulips-and-chimneys,Tulips and Chimneys,"when thou hast taken thy last applause,and when
the final curtain strikes the world away,
leaving to shadowy silence and dismay
that stage which shall not know they smile again,
lingering a little while i see thee then
ponder the tinsel part they let thee play;
i see the large lips livid,the face grey,
and silent smileless eyes of Magdalen.
The lights have laughed their last;without,the street
darkling awaiteth her whose feet have trod
the silly souls of men to golden dust:
she pauses on the lintel of defeat,
her heart breaks in a smile—and she is Lust....

mine also,little painted poem of god",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-vi/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-vi.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-realities-vi.txt
sonnets-unrealities-i,Sonnets—Unrealities I,it may not always be so;and i say,tulips-and-chimneys,Tulips and Chimneys,"it may not always be so;and i say
that if your lips,which i have loved,should touch
another’s,and your dear strong fingers clutch
his heart,as mine in time not far away;
if on another’s face your sweet hair lay
in such silence as i know,or such
great writhing words as,uttering overmuch,
stand helplessly before the spirit at bay;

if this should be,i say if this should be—
you of my heart,send me a little word;
that i may go unto him,and take his hands,
saying, Accept all happiness from me.
Then shall i turn my face,and hear one bird
sing terribly afar in the lost lands.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-i/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-i.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-i.txt
sonnets-unrealities-ii,Sonnets—Unrealities II,god gloats upon Her stunning flesh.   Upon,tulips-and-chimneys,Tulips and Chimneys,"god gloats upon Her stunning flesh.   Upon
the reachings of Her green body among
unseen things,things obscene (Whose fingers young

the caving ages curiously con)

—but the lunge of Her hunger softly flung
over the gasping shores
                       leaves his smile wan,
and his blood stopped hears in the frail anon

the shovings and the lovings of Her tongue.

god Is The Sea.   All terrors of his being
quake before this its hideous Work most old
Whose battening gesture prophecies a freeing

of ghostly chaos
                in this dangerous night
through moaned space god worships God—

                                      (behold!
where chaste stars writhe captured in brightening fright)",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-ii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-ii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-ii.txt
sonnets-unrealities-iii,Sonnets—Unrealities II,it is at moments after i have dreamed,tulips-and-chimneys,Tulips and Chimneys,"it is at moments after i have dreamed
of the rare entertainment of your eyes,
when(being fool to fancy)i have deemed

with your peculiar mouth my heart made wise;
at moments when the glassy darkness holds

the genuine apparition of your smile
(it was through tears always)and silence moulds
such strangeness as was mine a little while;

moments when my once more illustrious arms
are filled with a fascination,when my breast
wears the intolerant brightness of your charms:

one pierced moment whiter than the rest

—turning from the tremendous lie of sleep
i watch the roses of the day grow deep.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iii/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iii.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iii.txt
sonnets-unrealities-iv,Sonnets—Unrealities IV,when citied day with the sonorous homes,tulips-and-chimneys,Tulips and Chimneys,"when citied day with the sonorous homes
of light swiftly sink in the sorrowful hour,
they counted petals O tremendous flower
on whose huge heart prospecting darkness roams

torture my spirit with the exquisite froms
and whithers of existence,
                          as by shores
soundless,the unspeaking watcher who adores

perceived sails whose might brightness dumbs

the utterance of his soul—so even i
wholly chained to a grave astonishment
feel in my being the delirious smart

of thrilled ecstasy,where sea and sky
marry—

      to know the white ship of thy heart

on frailer ports of costlier commerce bent",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iv/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iv.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-iv.txt
sonnets-unrealities-v,Sonnets—Unrealities V,a wind has blown the rain away and blown,tulips-and-chimneys,Tulips and Chimneys,"a wind has blown the rain away and blown
the sky away and all the leaves away,
and the trees stand.   I think i too have known
autumn too long

              (and what have you to say,
wind wind wind—did you love somebody
and have you the petal of somewhere in your heart
pinched from dumb summer?
                          O crazy daddy
of death dance cruelly for us and start

the last leaf whirling in the final brain
of air!)Let us as we have seen see
doom’s integration.........a wind has blown the rain

away and the leaves and the sky and the
trees stand:
            the trees stand.   The trees,
suddenly wait against the moon’s face.",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-v/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-v.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-v.txt
sonnets-unrealities-vi,Sonnets—Unrealities VI,a connotation of infinity,tulips-and-chimneys,Tulips and Chimneys,"a connotation of infinity
sharpens the temporal splendor of this night

when souls which have forgot frivolity
in lowliness,noting the fatal flight
of worlds whereto this earth’s a hurled dream

down eager avenues of lifelessness

consider for how much themselves shall gleam,
in the poised radiance of perpetualness.
When what’s in velvet beyond doomed thought

is like a woman amorous to be known;
and man,whose here is always worse than naught,
feels the tremendous yonder for his own—

on such a night the sea through her blind miles

of crumbling silence seriously smiles",https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-vi/,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-vi.json,https://cummings.ee/book/tulips-and-chimneys/poem/sonnets-unrealities-vi.txt
portraits-i,Portraits I,the,tulips-and-chimneys,Tulips and Chimneys,"the
nimble
heat
had

long on a certain
taut precarious
holiday
frighteningly

performed
and
at tremont and bromfield i
paused a moment because

on the frying
curb the
quiet face
lay

which had been dorothy
and once
permitted
me for

twenty
iron
men
her common purple

soul
the absurd eyelids sulked
enormous
sobs puckered the foolish

breasts the
droll
mouth
wilted

and not old,harry,a
woman in the crowd
whinnied and a man squeezing her
waist said

the cop ’s rung for the
wagon but as i was
lifting the horror
of her toylike

head and vainly
tried to
catch on funny
hand opening the hard great

eyes to noone in particular she
gasped almost
loudly
i’m

so
drunG

k,dear",https://cummings.ee/book/tulips-and-chimneys/poem/portraits-i/,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-i.json,https://cummings.ee/book/tulips-and-chimneys/poem/portraits-i.txt
orientale-vi,Orientale VI,the emperor,tulips-and-chimneys,Tulips and Chimneys,"1.
 
the emperor
sleeps in a palace of porphyry
which was a million years building
he takes the air in howdah
of jasper beneath saffron
umbrellas
upon an elephant
twelve feet high
behind whose ear
sits always a crowned
king twir-
ling an
ankus of
ebony
the fountains of the emperor’s
palace run sunlight and
moonlight and the emperor’s
elephant is a thousand years old

the harem of
the emperor
is carpeted with
gold cloth
from the
ceiling(one
diamond timid
with nesting incense)
fifty
marble
pillars
slipped from immeasurable
height,fall,fifty,silent
 
in the incense is tangled a cool moon
there are thrice-three-hundred
doors carven of chalcendony and
before every door a naked
eunuch watches
on their heads turbans of a hundred
colours
in their hands scimitars like windy torches
each
is
blacker than oblivion

the ladies
of the emperor’s
harem are queens
of all the earth and the rings
upon their hands are from mines
a mile deep
but the body of
the queen of queens is
more transparent
than water,she is softer than birds

2.

when the emperor is very
amorous he reclines upon
the couch of couches and
beckons      with
the little
finger of his left
hand
then the
thrice-three-hundredth
door is opened by the tallest
eunuch and the queen
of queens comes
forth
ankles
musical with large pearls
kingdoms in her ears
at the feet of
the emperor a cithern-
player squats with
quiveringgold
body
behind
the emperor ten
elected warriors with
bodies of lazy jade
and twitching
eyelids
finger
their
unquiet
spears

the queen of queens is dancing

her subtle
body weaving
insinuating upon the gold cloth
incessantly creates patterns of sudden
lust
her
stealing body ex-
pending gathering pouring upon itself     stiffenS
to a
white thorn
of desire

the taut neck of the citharede wags
in the dust the ghastly warriors
amber with lust breathe
together    the emperor,exerting
himself amoung his pillows throws
jewels at the queen of queens and
white money upon her nakedness
he
nods
         and all
depart through the bruised air aflutter with pearls

3.

they are
alone
he beckons,she rises she
stands
a moment
in the passion of the fifty
pillars
listening

while the queens of all the
earth writhe upon deep rugs",https://cummings.ee/book/tulips-and-chimneys/poem/orientale-vi/,https://cummings.ee/book/tulips-and-chimneys/poem/orientale-vi.json,https://cummings.ee/book/tulips-and-chimneys/poem/orientale-vi.txt
post-impressions-i,Post Impressions I,windows go orange in the slowly.,and,&,"windows go orange in the slowly.
town,    night
featherly swifts
the
   Dark on us
all;
   stories told returned

   gather

   the

Again:who
danc    ing
goes utter     ly

churning
witty,twitters

              upon Our

(ta-te-ta
in a parenthesis!said the moon

                               )",https://cummings.ee/book/and/poem/post-impressions-i/,https://cummings.ee/book/and/poem/post-impressions-i.json,https://cummings.ee/book/and/poem/post-impressions-i.txt
post-impressions-ii,Post Impressions II,riverly is a flower,and,&,"riverly is a flower
gone softly by tomb
rosily gods whiten
befall saith rain

anguish
and dream-send is
hushed
in

moan-loll where
night      gathers
morte carved smiles

cloud-gloss is at moon-cease
soon
verbal mist-flowers close
ghosts on prowl gorge

sly slim gods stare",https://cummings.ee/book/and/poem/post-impressions-ii/,https://cummings.ee/book/and/poem/post-impressions-ii.json,https://cummings.ee/book/and/poem/post-impressions-ii.txt
post-impressions-iii,Post Impressions III,this wind is a Lady with,and,&,"this wind is a Lady with
bright slender eyes(who

moves)at sunset
and who—touches—the
hills without any reason

(i have spoken with this
indubitable and green person “Are
You the wind?” “Yes” “why do you touch flowers
as if they were unalive,as

if They were ideas?” “because,sir
things which in my mind blossom will
stumble beneath a clumsiest disguise,appear
capable of fragility and indecision

—do not suppose these
without any reason and otherwise
roses and mountains
different from the i am who wanders

imminently across the renewed world”
to me said the)wind being A lady in a green
dress,who;touches:the fields
(at sunset)",https://cummings.ee/book/and/poem/post-impressions-iii/,https://cummings.ee/book/and/poem/post-impressions-iii.json,https://cummings.ee/book/and/poem/post-impressions-iii.txt
post-impressions-v,Post Impressions V,Paris;this April sunset completely utters;,and,&,"Paris;this April sunset completely utters;
utters serenely silently a cathedral

before whose upward lean magnficent face
the streets turn young with rain,

spiral acres of bloated rose
coiled within cobalt miles of sky
yield to and heed
the mauve
          of twilight(who slenderly descends,
daintily carrying in her eyes the dangerous first stars)
people move love hurry in a gently

arriving gloom and
see!(the new moon
fills abruptly with sudden silver
these torn pockets of lame and begging colour)while
there and here the lithe indolent prostitute
Night,argues

with certain houses",https://cummings.ee/book/and/poem/post-impressions-v/,https://cummings.ee/book/and/poem/post-impressions-v.json,https://cummings.ee/book/and/poem/post-impressions-v.txt
sonnets-actualities-xxiv,Sonnets—Actualities XXIV,i like my body when it is with your,and,&,"i like my body when it is with your
body.    It is so quite new a thing.
Muscles better and nerves more.
i like your body.   i like what it does,
i like its hows.   i like to feel the spine
of your body and its bones,and the trembling
-firm-smooth ness and which i will
again and again and again
kiss,   i like kissing this and that of you,
i like,slowly stroking the,shocking fuzz
of your electric fur,and what-is-it comes
over parting flesh....And eyes big love-crumbs,

and possibly i like the thrill

of under me you so quite new",https://cummings.ee/book/and/poem/sonnets-actualities-xxiv/,https://cummings.ee/book/and/poem/sonnets-actualities-xxiv.json,https://cummings.ee/book/and/poem/sonnets-actualities-xxiv.txt
la-guerre-i,La Guerre I,earth like a tipsy,xli-poems,XLI Poems,"earth like a tipsy
biddy with an old mop punching
underneath
conventions exposes

hidden obscenities
nudging
into neglected sentiments brings
to light dusty

heroisms
and
finally colliding with the most 
expensive furniture upsets

a
crucifix which smashes into several
pieces and is hurriedly picked up and 
thrown on the ash-heap

where
lies
       what was once the discobolus of
one

Myron",https://cummings.ee/book/xli-poems/poem/la-guerre-i/,https://cummings.ee/book/xli-poems/poem/la-guerre-i.json,https://cummings.ee/book/xli-poems/poem/la-guerre-i.txt
la-guerre-ii,La Guerre II,Humanity i love you,xli-poems,XLI Poems,"Humanity i love you
because you would rather black the boots of
success than enquire whose soul dangles from his
watch-chain which would be embarassing for both

parties and because you
unflinchingly applaud all
songs containing the words country home and
mother when sung at the old howard

Humanity i love you because
when you’re hard up you pawn your
intelligence to buy a drink and when
you’re flush pride keeps

you from the pawn shop and 
because you are continually committing
nuisances but more
especially in your own house

Humanity i love you because you 
are perpetually putting the secret of
life in your pants and forgetting
it’s there and sitting down

on it
and because you are
forever making poems in the lap 
of death Humanity

i hate you",https://cummings.ee/book/xli-poems/poem/la-guerre-ii/,https://cummings.ee/book/xli-poems/poem/la-guerre-ii.json,https://cummings.ee/book/xli-poems/poem/la-guerre-ii.txt
portraits-ii,Portraits II,one April dusk the,xli-poems,XLI Poems,"one April dusk the
sallow street-lamps were turning
snowy against a west of robin’s egg blue when
i entered a mad street whose

mouth dripped with slavver of
spring
chased two flights of squirrel-stairs into
a mid-victorian attic which is known as
O ΠΑΡΘΕΝΩΝ
           and having ordered
yaoorti from
Nicho’
settled my feet on the 

ceiling inhaling six divine inches
of Haremina        in
the thick of the snick-
er of cards and smack of back-

gammon boards i was aware of an entirely
dirty circle of habitués their
faces like cigarettebutts, chewed
with disdain,       lead by a Jumpy

Tramp who played each
card as if it were a thunderbolt red-
hot      peeling
off huge slabs of a fuzzy

language with the aid of an exclamatory
tooth-pick
And who may that
be i said exhaling into

eternity as Nicho’ laid
before me bread
more downy than street-lamps
upon an almostclean

plate
“Achilles” 
said
Nicho’

“and did you perhaps wish also shishkabob?”",https://cummings.ee/book/xli-poems/poem/portraits-ii/,https://cummings.ee/book/xli-poems/poem/portraits-ii.json,https://cummings.ee/book/xli-poems/poem/portraits-ii.txt
songs-i,Songs I,"the
    sky
        was",xli-poems,XLI Poems,"the
    sky
        was
can  dy  lu
minous
       edible
spry
     pinks shy
lemons
greens   coo  l choc
olate
s.

   un   der,
   a  lo
co
mo
   tive     s   pout
                    ing
                       vi
                       o
                       lets",https://cummings.ee/book/xli-poems/poem/songs-i/,https://cummings.ee/book/xli-poems/poem/songs-i.json,https://cummings.ee/book/xli-poems/poem/songs-i.txt
songs-ii,Songs II,of my,xli-poems,XLI Poems,"of my
soul a street is:
prettinesses Pic-
abian tricktrickclickflick-er
garnished
of stark Picasso
throttling trees

hither
my soul
repairs herself with
prisms of sharp mind
and Matisse rhythms
to juggle Kandinsky gold-fish

away from the gripping gigantic
muscles of Cézanne’s
logic,
      oho.
      a street
there is

where strange birds    purr",https://cummings.ee/book/xli-poems/poem/songs-ii/,https://cummings.ee/book/xli-poems/poem/songs-ii.json,https://cummings.ee/book/xli-poems/poem/songs-ii.txt
songs-iii,Songs III,when life is quite through with,xli-poems,XLI Poems,"when life is quite through with
and leaves say alas,
much is to do
for the swallow,that closes
a flight in the blue;

when love ’s had his tears out,
perhaps shall pass
a million years
(while a bee dozes
on the poppies,the dears;

when all’s done and said,and
under the grass
lies her head
by oaks and roses
deliberated.)",https://cummings.ee/book/xli-poems/poem/songs-iii/,https://cummings.ee/book/xli-poems/poem/songs-iii.json,https://cummings.ee/book/xli-poems/poem/songs-iii.txt
songs-ix,Songs IX,Lady of Silence,xli-poems,XLI Poems,"Lady of Silence
from the winsome cage of
thy body
rose
     through the sensible
night
a
quick bird

(tenderly upon
the dark’s prodigious face
thy
voice
      scattering perfume-gifted
wings
suddenly escorts
with feet
sun-sheer

the smarting beauty of dawn)",https://cummings.ee/book/xli-poems/poem/songs-ix/,https://cummings.ee/book/xli-poems/poem/songs-ix.json,https://cummings.ee/book/xli-poems/poem/songs-ix.txt
sonnets-ii,Sonnets II,O Thou to whom the musical white spring,xli-poems,XLI Poems,"O Thou to whom the musical white spring

offers her lily inextinguishable,
taught by thy tremulous grace bravely to fling

Implacable death’s mysteriously sable
robe from her redolent shoulders,
                                 Thou from whose
feet reincarnate song suddenly leaping
flameflung,mounts,inimitably to lose
herself where the wet stars softly are keeping

their exquisite dreams—O Love! upon thy dim
shrine of intangible commemoration,
(from whose faint close as some grave languorous hymn

pledged to illimitable dissipation
unhurried clouds of incense fleetly roll)

i spill my bright incalculable soul.",https://cummings.ee/book/xli-poems/poem/sonnets-ii/,https://cummings.ee/book/xli-poems/poem/sonnets-ii.json,https://cummings.ee/book/xli-poems/poem/sonnets-ii.txt
sonnets-iv,Sonnets IV,this is the garden:colours come and go,xli-poems,XLI Poems,"this is the garden:colours come and go,
frail azures fluttering from night’s outer wing
strong silent greens serenely lingering,
absolute lights like baths of golden snow. 
This is the garden:pursed lips do blow
upon cool flutes within wide glooms,and sing
(of harps celestial to the quivering string)
invisible faces hauntingly and slow.

This is the garden.   Time shall surely reap
and on Death’s blade lie many a flower curled,
in other lands where other songs be sung;
yet stand They here enraptured,as among
the slow deep trees perpetual of sleep
some silver-fingered fountain steals the world.",https://cummings.ee/book/xli-poems/poem/sonnets-iv/,https://cummings.ee/book/xli-poems/poem/sonnets-iv.json,https://cummings.ee/book/xli-poems/poem/sonnets-iv.txt
sonnets-ix,Sonnets IX,when my sensational moments are no more,xli-poems,XLI Poems,"when my sensational moments are no more
unjoyously bullied of vilest mind

and sweet uncaring earth by thoughtful war
heaped wholly with high wilt of human rind—
when over hate has triumphed darkly love

and the small spiritual cry of spring
utters a striving flower,
                         just where strove
the droll god-beasts

                     do thou distinctly bring
thy footstep,and the rushing of thy deep
hair and the smiting smile didst love to use
in other days (drawing my Mes from sleep
whose stranger dreams thy strangeness must abuse....)

Time being not for us,purple roses were
sweeter to thee
               perchance to me deeper.",https://cummings.ee/book/xli-poems/poem/sonnets-ix/,https://cummings.ee/book/xli-poems/poem/sonnets-ix.json,https://cummings.ee/book/xli-poems/poem/sonnets-ix.txt
sonnets-v,Sonnets V,Thou in whose swordgreat story shine the deeds,xli-poems,XLI Poems,"Thou in whose swordgreat story shine the deeds
of history her heroes,sounds the tread
of those vast armies of the marching dead,
with standards and the neighing of great steeds
moving to war across the smiling meads;
thou by whose page we break the precious bread
of dear communion with the past,and wed
to valor,battle with heroic breeds;

thou,Froissart,for that thou didst love the pen
while others wrote in steel,accept all praise
of after ages,and of hungering days
for whom the old glories move,the old trumpets cry;
who gavest as one of those immortal men
his life that his fair city might not die.",https://cummings.ee/book/xli-poems/poem/sonnets-v/,https://cummings.ee/book/xli-poems/poem/sonnets-v.json,https://cummings.ee/book/xli-poems/poem/sonnets-v.txt
sonnets-vi,Sonnets VI,when the proficient poison sure sleep,xli-poems,XLI Poems,"when the proficient poison sure sleep
bereaves us of our slow tranquillities

and He without Whose favour nothing is
(being of men called Love) upward doth leap
from the mute hugeness of depriving deep,

with thunder of those hungering wings of His,

into the lucent and large signories
—i shall not smile beloved;i shall not weep:

when from the less-then-whiteness of thy face
(whose eyes inherit vacancy) will time
extract his inconsiderable doom,
when these they lips beautifully embrace
nothing
        and when thy bashful hands assume

silence beyond the mystery of rhyme",https://cummings.ee/book/xli-poems/poem/sonnets-vi/,https://cummings.ee/book/xli-poems/poem/sonnets-vi.json,https://cummings.ee/book/xli-poems/poem/sonnets-vi.txt
sonnets-vii,Sonnets VII,and what were roses.     Perfume? for i do,xli-poems,XLI Poems,"and what were roses.     Perfume?for i do
forget....or mere Music mounting unsurely

twilight
         but here were something more maturely
childish,more beautiful almost than you.

Yet if not flower, tell me softly who

be these haunters of dreams always demurely
halfsmiling from cool faces,moving purely
with muted step,yet somewhat proudly too—

are they not ladies,ladies of my dreams
justly touching roses their fingers whitely
live by?
         or better,
                   queens,queens laughing lightly
crowned with far colours,

                         thinking very much
of nothing and whom dawn loves most to touch

wishing by willows,bending up streams?",https://cummings.ee/book/xli-poems/poem/sonnets-vii/,https://cummings.ee/book/xli-poems/poem/sonnets-vii.json,https://cummings.ee/book/xli-poems/poem/sonnets-vii.txt
sonnets-viii,Sonnets VIII,come nothing to my comparable soul,xli-poems,XLI Poems,"come nothing to my comparable soul
which with existence has conversed in vain,
O scrupulously take thy trivial toll,
for whose cool feet this frantic heart is fain;
try me with thy perfumes which have seduced
the mightier nostrils of the fervent dead,
feed with felicities me wormperused
by whom the hungering mouth of time is fed:
and if i like not what thou givest me
to him let me complain,whose seat is where
revolving planets struggle to be free
with the astounding everlasting air—
but if i like,i'll take between thy hands
what no man feels,no woman understands.",https://cummings.ee/book/xli-poems/poem/sonnets-viii/,https://cummings.ee/book/xli-poems/poem/sonnets-viii.json,https://cummings.ee/book/xli-poems/poem/sonnets-viii.txt
sonnets-x,Sonnets X,I have seen her stealthily frail,xli-poems,XLI Poems,"I have seen her stealthily frail
flower walking with its fellows in the death
of light,against whose enormous curve of flesh
exactly cubes of tiny fragrance try;
i have watched certain petals rapidly wish
in the corners of her youth;whom,fiercely shy
and gently brutal,the prettiest wrath
of blossoms dishevelling made a pale
fracas upon the accurate moon....
Across the important gardens her body
will come toward me with its hurting sexual smell
of lilies....beyond night’s silken immense swoon
the moon is like a floating silver hell
a song of adolescent ivory.",https://cummings.ee/book/xli-poems/poem/sonnets-x/,https://cummings.ee/book/xli-poems/poem/sonnets-x.json,https://cummings.ee/book/xli-poems/poem/sonnets-x.txt
sonnets-xi,Sonnets XI,"who’s most afraid of death?thou
                                art of him",xli-poems,XLI Poems,"who’s most afraid of death?thou
                                art of him
utterly afraid,i love of thee
(beloved)this

             and truly i would be
near when his scythe takes crisply the whim
of thy smoothness. and the mark the fainting
murdered petals.    with the caving stem.

But of all most would i be one of them

round the hurt heart which do so frailly cling....)
i who am but imperfect in my fear

Or with thy mind against my mind,to hear
nearing our hearts’ irrevocable play—
through the mysterious high futile day

an enormous stride
                  (and drawing thy mouth toward

my mouth,steer our lost bodies carefully downward)",https://cummings.ee/book/xli-poems/poem/sonnets-xi/,https://cummings.ee/book/xli-poems/poem/sonnets-xi.json,https://cummings.ee/book/xli-poems/poem/sonnets-xi.txt
sonnets-xii,Sonnets XII,perhaps it is to feel strike,xli-poems,XLI Poems,"perhaps it is to feel strike
the silver fish of her nakedness
with fins sharply pleasant, my

youth has travelled toward her these years

or to snare the timid like
of her mind to my mind that i

am come by little countries to the yes

of her youth.
               And if somebody hears
what i say—let him be pitiful:
because i've travelled all alone
through the forest of wonderful,
and that my feet have surely known
the furious ways and the peaceful,

and because she is beautiful",https://cummings.ee/book/xli-poems/poem/sonnets-xii/,https://cummings.ee/book/xli-poems/poem/sonnets-xii.json,https://cummings.ee/book/xli-poems/poem/sonnets-xii.txt
sonnets-xiv,Sonnets XIV,will suddenly trees leap from winter and will,xli-poems,XLI Poems,"will suddenly trees leap from winter and will

the stabbing music of your white youth
wounded by my arms’ bothness
(say a twilight lifting the fragile skill
of new leaves’ voices,and sharp lips of spring
simply joining with the wonderless
city’s sublime cheap distinct mouth)

do the exact human comely thing?

(or will the fleshless moments go and go

across this dirtied pane where softly preys
the grey and perpendicular Always—
or possibly there drift a pulseless blur
of paleness;
            the unswift mouths of snow
insignificantly whisper....",https://cummings.ee/book/xli-poems/poem/sonnets-xiv/,https://cummings.ee/book/xli-poems/poem/sonnets-xiv.json,https://cummings.ee/book/xli-poems/poem/sonnets-xiv.txt
sonnets-xv,Sonnets XV,a fragrant sag of fruit distinctly grouped.,xli-poems,XLI Poems,"a fragrant sag of fruit distinctly grouped.

I have not eaten peppers for a week.

On this street the houses immensely speak
(it is nine minutes past six)

the well-fed L’s immaculate roar looped
straightens,into neatest distance....

A new curve of children gladly cricks
where a hurdy-gurdy accurately pants.

and pompous ancient jews obscurely twitch
through the bumping teem of Grand. a nudging froth
of faces clogs Second as Mrs. Somethingwich

(with flesh like an old toy balloon)

heavily swims to Strunsky’s,
                      
                            Monia’s mouth
eats tangerines looking at the moon—",https://cummings.ee/book/xli-poems/poem/sonnets-xv/,https://cummings.ee/book/xli-poems/poem/sonnets-xv.json,https://cummings.ee/book/xli-poems/poem/sonnets-xv.txt
sonnets-xvi,Sonnets XVI,by god i want above fourteenth,xli-poems,XLI Poems,"by god i want above fourteenth

fifth’s deep purring biceps,the mystic screetch
of Broadway,the trivial stink of rich

frail firm asinine life
                        (i pant

for what’s below.      the singer.      Wall.      i want
the perpendicular lips the insane teeth
the vertical grin

                  give me the Square in spring,
the little barbarous Greenwich perfumed fake

And most,the futile fooling labyrinth
where noisy colors stroll....and the Baboon

sniggering insipidities while.  i sit,sipping
singular anisettes as.   One opaque
big girl jiggles thickly hips to the kanoon

but Hassan chuckles seeing the Greeks breathe)",https://cummings.ee/book/xli-poems/poem/sonnets-xvi/,https://cummings.ee/book/xli-poems/poem/sonnets-xvi.json,https://cummings.ee/book/xli-poems/poem/sonnets-xvi.txt
